1	12517	12718	MYB119_peak_2919	155	.	1	11863	12940	AT1G01030.1	.	-
1	12517	12718	MYB119_peak_2919	155	.	1	12423	12940	AT1G01030.2	.	-
1	39806	40007	MYB119_peak_6778	115	.	1	39408	39814	AT1G01070.1	.	-
1	39806	40007	MYB119_peak_6778	115	.	1	39408	39814	AT1G01070.2	.	-
1	58799	59000	MYB119_peak_1930	187	.	1	57391	58978	AT1G01120.1	.	-
1	105288	105489	MYB119_peak_7881	111	.	1	104730	105309	AT1G01250.1	.	-
1	118006	118207	MYB119_peak_2708	160	.	1	117064	118522	AT1G01300.1	.	+
1	126974	127175	MYB119_peak_7768	111	.	1	126934	127453	AT1G01320.1	.	-
1	126974	127175	MYB119_peak_7768	111	.	1	126934	127453	AT1G01320.2	.	-
1	126974	127175	MYB119_peak_7768	111	.	1	126934	127453	AT1G01320.3	.	-
1	128330	128531	MYB119_peak_931	257	.	1	128478	128551	AT1G01320.1	.	-
1	128330	128531	MYB119_peak_931	257	.	1	128478	128551	AT1G01320.2	.	-
1	128330	128531	MYB119_peak_931	257	.	1	128478	128551	AT1G01320.3	.	-
1	166820	167021	MYB119_peak_758	283	.	1	166852	166871	AT1G01453.1	.	-
1	166820	167021	MYB119_peak_758	283	.	1	166928	167798	AT1G01453.2	.	-
1	166820	167021	MYB119_peak_758	283	.	1	167013	167798	AT1G01453.1	.	-
1	167641	167842	MYB119_peak_5578	121	.	1	166928	167798	AT1G01453.2	.	-
1	167641	167842	MYB119_peak_5578	121	.	1	167013	167798	AT1G01453.1	.	-
1	195851	196052	MYB119_peak_4938	125	.	1	195979	196542	AT1G01540.1	.	+
1	195851	196052	MYB119_peak_4938	125	.	1	195979	196542	AT1G01540.2	.	+
1	214349	214550	MYB119_peak_6357	117	.	1	214228	214406	AT1G01590.1	.	+
1	214349	214550	MYB119_peak_6357	117	.	1	214479	214582	AT1G01590.1	.	+
1	234794	234995	MYB119_peak_1707	197	.	1	234934	234988	AT1G01650.1	.	-
1	234794	234995	MYB119_peak_1707	197	.	1	234934	234988	AT1G01650.2	.	-
1	234794	234995	MYB119_peak_1707	197	.	1	234934	234988	AT1G01650.3	.	-
1	234794	234995	MYB119_peak_1707	197	.	1	234934	234988	AT1G01650.4	.	-
1	276446	276647	MYB119_peak_9001	108	.	1	276411	276519	AT1G01760.1	.	-
1	276446	276647	MYB119_peak_9001	108	.	1	276411	276519	AT1G01760.3	.	-
1	276446	276647	MYB119_peak_9001	108	.	1	276411	276519	AT1G01760.4	.	-
1	276446	276647	MYB119_peak_9001	108	.	1	276639	276793	AT1G01760.2	.	-
1	318435	318636	MYB119_peak_7882	111	.	1	318564	318813	AT1G01920.1	.	+
1	318435	318636	MYB119_peak_7882	111	.	1	318564	318813	AT1G01920.2	.	+
1	318435	318636	MYB119_peak_7882	111	.	1	318564	318813	AT1G01920.4	.	+
1	318435	318636	MYB119_peak_7882	111	.	1	318564	318813	AT1G01920.5	.	+
1	318435	318636	MYB119_peak_7882	111	.	1	318564	318819	AT1G01920.3	.	+
1	341692	341893	MYB119_peak_2693	160	.	1	340373	341999	AT1G01980.1	.	-
1	349907	350108	MYB119_peak_2970	154	.	1	350048	350147	AT1G02010.1	.	+
1	349907	350108	MYB119_peak_2970	154	.	1	350048	350147	AT1G02010.2	.	+
1	349907	350108	MYB119_peak_2970	154	.	1	350048	350147	AT1G02010.3	.	+
1	349907	350108	MYB119_peak_2970	154	.	1	350048	350147	AT1G02010.4	.	+
1	349907	350108	MYB119_peak_2970	154	.	1	350048	350147	AT1G02010.5	.	+
1	349907	350108	MYB119_peak_2970	154	.	1	350048	350147	AT1G02010.6	.	+
1	367162	367363	MYB119_peak_6143	118	.	1	366944	367166	AT1G02067.1	.	-
1	394093	394294	MYB119_peak_1714	196	.	1	393965	394153	AT1G02110.1	.	+
1	394093	394294	MYB119_peak_1714	196	.	1	394227	394451	AT1G02110.1	.	+
1	463828	464029	MYB119_peak_2097	180	.	1	463978	464523	AT1G02335.1	.	-
1	505256	505457	MYB119_peak_7197	113	.	1	504896	505407	AT1G02460.1	.	-
1	548512	548713	MYB119_peak_5447	122	.	1	548524	548602	AT1G02580.1	.	+
1	572254	572455	MYB119_peak_6625	115	.	1	572186	572759	AT1G02660.1	.	-
1	611178	611379	MYB119_peak_1620	201	.	1	611025	611529	AT1G02790.1	.	-
